"STOTUNIT","APRACE","CONTROL","SEQUENCE.x","month","HCITY","ARELATE2","HHMTYPE","SAPPTAM","TSEX.x","THHEGAI","TPEGAI","THIGHEDU","TCURTENR","ALGNCUR","AELNG1","DPMTEXP","AMOVERS","age","ALEASETP","ACAROWN","w2012pc_Ad","b2012pc_Ad","a2012pc_Ad","hisp2012pc_Ad","logAdPrice","SAVLBAD","HZIP","HSITEAD","zip_Ad"
2,"1","AQ-SA-4433-1",1,5,"Belen",1,1,1,1,"2","2","9",2,2,4,"1","3",45,"1","1",0.255376243082546,0,0,0.740963849916534,11.7745279008585,1,"87002","707 Jarales Road","""87002"""
2,"4","AQ-SA-4509-1",1,6,"Albuquerque",2,1,2,1,"2","2","11",1,4,4,"2","2",33,"2","1",0.897035881435257,0,0,0.0265210608424337,13.0794579640735,1,"87043","36 Camino De Los Pueblitos placitas","""87043"""
0,"4","AQ-SA-4509-1",2,6,"Albuquerque",2,1,2,1,"2","2","11",1,4,4,"2","2",33,"2","1",0.897035881435257,0,0,0.0265210608424337,13.0794579640735,1,"87043","36 Camino De Los Pueblitos placitas","""87043"""
4,"1","AQ-SA-4536-1",1,6,"Albuquerque",2,1,2,1,"2","2","9",2,2,3,"1","3",45,"1","1",0.217176674523332,0,0,0.775280900183058,12.3013873707787,1,"87102","805 Aspen NE","""87102"""
4,"1","AQ-SA-4563-1",1,6,"Corrales",2,1,2,0,"1","1","7",2,2,4,"1","2",48,"1","1",0.695637312244962,0,0.0179514251373481,0.269271377060221,13.1191602528739,1,"87048","111 Thanes Way","""87048"""
2,"4","AQ-SA-4563-1",1,6,"Corrales",2,1,2,0,"3","2","7",2,4,6,"1","3",53,"2","1",0.695637312244962,0,0.0179514251373481,0.269271377060221,13.1191602528739,1,"87048","111 Thanes Way,","""87048"""
1,"1","AQ-SA-4568-1",1,6,"Tijeras",2,1,2,0,"1","1","7",2,2,4,"1","2",48,"1","1",0.689721421709894,0,0.0576368876080692,0.230547550432277,12.959846800845,1,"87059","17 Avenida Allegre","""87059"""
8,"1","AQ-SA-4568-1",2,6,"Tijeras",2,1,2,0,"1","1","7",2,2,4,"1","2",48,"1","1",0.689721421709894,0,0.0576368876080692,0.230547550432277,12.959846800845,6,"87059","17 Avenida Allegre","""87059"""
2,"4","AQ-SA-4568-1",1,6,"Tijeras",2,1,2,0,"3","2","7",2,4,6,"1","3",53,"2","1",0.689721421709894,0,0.0576368876080692,0.230547550432277,12.959846800845,1,"87059","17 Avenida Allegre","""87059"""
NA,"4","AQ-SA-4568-1",2,6,"Tijeras",2,1,1,0,"3","2","7",2,4,6,"1","3",53,"2","1",0.689721421709894,0,0.0576368876080692,0.230547550432277,12.959846800845,6,"87059","17 Avenida Allegre","""87059"""
3,"4","AQ-SA-4589-1",1,6,"Placitas",2,1,2,1,"2","2","11",1,4,4,"1","1",33,"2","1",0.594445723375581,0,0.00461360999030185,0.17531717963147,12.992256969959,1,"87043","36 Vista Sandia Court",NA
2,"1","AQ-SA-4589-1",1,6,"Placitas",2,1,2,1,"2","2","9",2,2,3,"1","2",45,"1","1",0.594445723375581,0,0.00461360999030185,0.17531717963147,12.992256969959,1,"87043","36 Vista Ct",NA
2,"1","AQ-SA-4702-1",1,6,"Belen",2,1,2,1,"2","2","9",2,2,10,"1","3",45,"1","1",0.43988684582744,0,0,0.56011315417256,13.0170050839663,1,"87002","60 Square Rd","""87002"""
4,"1","AQ-SA-4703-1",1,6,"Albuquerque",2,1,2,1,"3","3","11",2,2,2,"1","4",60,"1","1",0.578220773769373,0.0177725115956515,0,0.369668241189551,12.6523629481535,1,"87114","10916 Carreta Dr., NW","""87114"""
4,"1","AQ-SA-4703-1",2,6,"Albuquerque",2,1,1,1,"3","3","11",2,2,2,"1","4",60,"1","1",0.578220773769373,0.0177725115956515,0,0.369668241189551,12.6523629481535,1,"87114","10916 Carreta Dr., NW","""87114"""
3,"1","AQ-SA-4706-1",1,6,"Albuquerque",1,3,1,0,"1","1","7",2,2,4,"1","3",48,"1","1",0.597826086956522,0.0260869565217391,0.0608695652173913,0.191304347826087,11.8486903085909,1,"87102","300 Tijeras Ave. NE",NA
2,"4","AQ-SA-4708-1",1,6,"Albuquerque",2,1,2,0,"3","2","7",2,4,8,"1","4",53,NA,"1",0.527737976456395,0.034136251417721,0.0186442141766629,0.41666666832265,12.3238601256211,1,"87120","4628 Marbella Dr NW","""87120"""
6,"1","AQ-SA-4710-1",1,6,"Albuquerque",1,1,2,0,"4","4","9",1,NA,NA,NA,"3",44,NA,NA,0.519178082191781,0,0,0.416438356164384,12.6915835382302,1,"87114","9832 4th St. NW","""87114"""
4,"4","AQ-SA-4711-1",1,6,"Rio Rancho",2,1,2,1,"2","2","11",1,4,4,"1","3",33,"2","1",0.354656917703804,0.0418521815072051,0.0587711484994794,0.481745323306339,12.0552555697322,1,"87124","2140 Violeta Cir Se","""87124"""
2,"4","AQ-SA-4717-1",1,6,"Albuquerque",2,1,2,1,"2","2","11",1,4,4,"1","3",33,"2","1",0.690471013160211,0.0199999998545455,0,0.227272725619835,12.1275758256894,1,"87112","11009 Woodland Avenue NE","""87112"""
3,"1","AQ-SA-4717-1",2,6,"Albuquerque",2,1,2,1,"3","3","11",2,2,4,"1","4",60,"1","1",0.462707569803155,0.120226309025326,0.0438472421151188,0.297029704650805,12.1275758256894,1,"87112","1109 Woodland Ave., NE",NA
0,"1","AQ-SA-4717-1",1,6,"Albuquerque",2,1,2,1,"3","3","11",2,2,4,"1","4",60,"1","1",0.462707569803155,0.120226309025326,0.0438472421151188,0.297029704650805,12.1275758256894,3,"87112","1109 Woodland Ave., NE",NA
5,"4","AQ-SA-4723-1",2,6,"Albuquerque",1,1,1,0,"3","2","7",2,4,6,"1","3",53,"2","1",0.569324959290292,0.0637181414071825,0,0.335082461282477,11.8844959179307,1,"87114","10414 Safford Pl NW","""87114"""
0,"4","AQ-SA-4723-1",1,6,"Albuquerque",1,1,1,0,"3","2","7",2,4,6,"1","3",53,"2","1",0.569324959290292,0.0637181414071825,0,0.335082461282477,11.8844959179307,1,"87114","10414 Safford Pl NW","""87114"""
4,"1","AQ-SA-4806-1",2,7,"Albuquerque",1,3,2,1,"3","3","11",2,2,4,"1","3",60,"1","1",0.736907061397286,0.00757823182793868,0.0294117648086073,0.117647059234429,11.9823101527112,1,"87112","5 La Villita Cir., NE","""87112"""
3,"1","AQ-SA-4806-1",1,6,"Albuquerque",1,3,1,1,"3","3","11",2,2,4,"1","3",60,"1","1",0.736907061397286,0.00757823182793868,0.0294117648086073,0.117647059234429,11.9823101527112,3,"87112","5 La Villita Cir., NE","""87112"""
6,"4","AQ-SA-4807-1",1,6,"Albuquerque",2,1,2,1,"2","2","11",1,4,4,"1","3",33,"2","1",0.316774118374453,0.0314026681207852,0,0.636180900046968,11.9829353441964,1,"87121","2519 Sun Canyon Ln SW","""87121"""
1,"1","AQ-SA-4807-1",1,6,"Albuquerque",2,1,2,1,"2","2","9",2,3,4,"1","4",45,"1","1",0.316774118374453,0.0314026681207852,0,0.636180900046968,11.9829353441964,1,"87121","2519 Sun Canyon Land, SW","""87121"""
1,"1","AQ-SA-4815-1",1,6,"Albuquerque",1,1,1,0,"1","1","7",2,2,4,"1","2",48,"1","1",0.228647232555748,0.0107033639209195,0,0.758409786396581,11.5129354649202,1,"87121","3131 Rio Plata Dr., SW","""87121"""
1,"4","AQ-SA-4815-1",1,6,"Albuquerque",1,1,2,0,"3","2","7",2,4,8,"1","3",53,"2","1",0.228647232555748,0.0107033639209195,0,0.758409786396581,11.5129354649202,1,"87121","3131 Rio Plata Dr., SW","""87121"""
3,"4","AQ-SA-4820-1",1,6,"Los Lunas",2,1,2,1,"2","2","11",1,4,4,"2","1",33,"2","1",0.349400255138163,0.0506155943828236,0,0.432284535810061,12.1112178620172,1,"87031","150 Black Hat Ave SW","""87031"""
3,"4","AQ-SA-4823-1",1,6,"Albuquerque",2,1,2,1,"2","2","11",1,6,4,"1","3",33,"2","1",0.547639131611538,0.0471142523387176,0.060070671731865,0.321554772211748,12.1281165094513,1,"87112","12505 Mountain Rd NE","""87112"""
1,"1","AQ-SA-4823-1",1,6,"Albuquerque",2,1,2,1,"2","2","9",2,2,4,"1","5",45,"1","1",0.547639131611538,0.0471142523387176,0.060070671731865,0.321554772211748,12.1281165094513,1,"","12505 Mountain NE","""87112"""
0,"1","AQ-SA-4823-1",2,6,"Albuquerque",2,1,2,1,"2","2","9",2,2,4,"1","5",45,"1","1",0.547639131611538,0.0471142523387176,0.060070671731865,0.321554772211748,12.1281165094513,6,"","12505 Mountain NE","""87112"""
11,"1","AQ-SA-4824-1",1,6,"Albuquerque",2,1,1,0,"1","1","7",2,2,2,"1","2",48,"1","1",0.603856040263377,0,0.0892193335083817,0.288104097787482,12.1281165094513,1,"87112","2607 General Marshall St., NE","""87112"""
3,"4","AQ-SA-4824-1",1,6,"Albuquerque",2,1,2,0,"3","2","7",2,4,5,"1","4",53,"2","1",0.603856040263377,0,0.0892193335083817,0.288104097787482,12.1281165094513,1,"87112","2607 General Marshall St., NW",NA
6,"1","AQ-SA-4904-1",1,7,"Rio Rancho",1,1,1,0,"1","1","7",2,2,4,"1","3",48,"1","1",0.724137931034483,0,0,0.268075639599555,11.6952553550628,1,"87144","1952 Lee Loop NE","""87144"""
6,"4","AQ-SA-4904-1",1,7,"Rio Rancho",1,1,1,0,"3","2","7",2,4,6,"1","4",53,"2","1",0.724137931034483,0,0,0.268075639599555,11.6952553550628,5,"87144","1952 Lee Loop NE","""87144"""
0,"4","AQ-SA-5001-1",2,NA,"Rio Rancho",2,1,2,1,"7","3","4",1,4,6,"3","4",28,"2","1",0.744147157190635,0.0234113712374582,0,0.232441471571906,12.425212191503,6,"87144","2537 Manzano Loop NE","""87144"""
6,"4","AQ-SA-5001-1",1,NA,"Rio Rancho",2,1,2,1,"7","3","4",1,4,6,"3","4",28,"2","1",0.744147157190635,0.0234113712374582,0,0.232441471571906,12.425212191503,1,"87144","2537 Manzano Loop NE","""87144"""
1,"1","AQ-SA-5001-1",1,7,"Rio Rancho",2,1,1,1,"3","3","11",2,2,4,"1","3",60,"1","1",0.744147157190635,0.0234113712374582,0,0.232441471571906,12.425212191503,1,"87144","2537 Manzano Loop, NE","""87144"""
4,"1","AQ-SA-5001-1",2,7,"Rio Rancho",2,1,1,1,"3","3","11",2,2,4,"1","3",60,"1","1",0.744147157190635,0.0234113712374582,0,0.232441471571906,12.425212191503,6,"87144","2537 Manzano Loop, NE","""87144"""
10,"1","AQ-SA-5024-1",1,7,"Los Lunas",2,1,1,0,"1","1","7",2,2,4,"1","5",48,"1","1",0.4958692208822,0.0377906981138453,0.0203488374459167,0.363372097248513,12.0070178659946,1,"87031","621 Blue Sage Ave SW","""87031"""
5,"4","AQ-SA-5024-1",1,7,"Los Lunas",2,1,2,0,"3","2","7",2,4,6,"1","3",53,"2","1",0.4958692208822,0.0377906981138453,0.0203488374459167,0.363372097248513,12.0070178659946,1,"87031","621 Blue Sage Ave SW","""87031"""
5,"1","AQ-SA-5025-1",2,7,"Rio Rancho",1,1,1,1,"3","3","11",2,2,4,"1","2",60,"1","1",0.586066629679903,0,0,0.316686962484478,11.7360770162524,6,"87144","7112 Husky Dr., NE","""87144"""
1,"1","AQ-SA-5025-1",1,7,"Rio Rancho",1,1,2,1,"3","3","11",2,2,4,"1","2",60,"1","1",0.586066629679903,0,0,0.316686962484478,11.7360770162524,1,"87144","7112 Husky Dr., NE","""87144"""
9,"2","AQ-SB-0404-1",1,9,"Albuquerque",2,1,2,1,"5","2","10",2,3,3,"1","2",53,"2","1",0.751870324189526,0.0760598503740648,0.00374064837905237,0.168329177057357,12.2543912699708,1,"87111","4429 Roxbury Ave. NE","""87111"""
2,"1","AQ-SB-0502-1",1,9,"Los Lunas",2,1,2,0,"9","2","8",2,3,3,NA,"3",49,"2","1",0.516190332542018,0,0.0441176465722318,0.435294112846021,5.06827507354267,1,"87031","4 Avenida Sereno Pl","""87031"""
7,"2","AQ-SB-0502-1",1,8,"Los Lunas",2,1,1,0,"3","3","7",1,3,3,"1","9",50,"2","1",0.461007656322149,0,0,0.529676273282633,11.9183972397228,1,"87031","848 Lancelot Street","""87031"""
7,"2","AQ-SB-0502-1",1,8,"Los Lunas",2,1,1,0,"3","3","7",1,3,3,"1","9",50,"2","1",0.516190332542018,0,0.0441176465722318,0.435294112846021,11.9697235333459,1,"87031","4 Avenida Sereno Place","""87031"""
0,"2","AQ-SB-0505-1",1,9,"Rio Rancho",2,1,1,1,"-1","2","7",1,3,3,"1","7",45,"2","1",0.62164553068586,0.0355856309976337,0.0165191736417191,0.285545715806859,12.1281165094513,1,"87144","677 Peaceful Medows","""87144"""
2,"1","AQ-SB-0505-1",1,9,"Rio Rancho",2,1,1,1,"11","8","11",2,5,2,NA,"5",48,"1","1",0.62164553068586,0.0355856309976337,0.0165191736417191,0.285545715806859,12.1281165094513,1,"87144","677 Peaceful Meadows Dr NE","""87144"""
6,"1","AQ-SB-0601-1",1,9,"Albuquerque",2,1,2,0,"3","3","11",1,3,3,"1","5",54,"2","1",0.75,0,0.0607142857142857,0.189285714285714,12.5810819825738,1,"87111","9608 Admiral Lowell Ave NE","""87111"""
3,"2","AQ-SB-0801-1",1,9,"Albuquerque",2,1,1,0,"3","3","7",1,3,2,"1","9",50,"2","1",0.554002006736887,0.0152114366251842,0,0.391966767689014,12.0137068134704,2,"87112","10213 Betts Street NE","""87112"""
3,"2","AQ-SB-0801-1",1,9,"Albuquerque",2,1,1,0,"3","3","7",1,3,2,"1","9",50,"2","1",0.783783783783784,0,0,0.216216216216216,12.072546967175,2,"87110","7309 Kathleen Avenue NE","""87110"""
3,"2","AQ-SB-0801-1",1,9,"Albuquerque",2,1,1,0,"3","3","7",1,3,2,"1","9",50,"2","1",0.621141257278999,0,0,0.328125003845215,12.0376599110475,2,"87110","7802 Prospect Avenue NE","""87110"""
1,"1","AQ-SB-0802-1",1,9,"Albuquerque",2,1,2,0,"3","3","11",1,3,3,"1","3",54,"2","1",0.578621772771161,0,0,0.40892192487666,11.8486903085909,1,"87108","506 Grove St.",NA
2,"2","AQ-SB-0902-1",2,10,"Albuquerque",2,1,1,0,"3","3","7",1,3,3,"1","9",50,"2","1",0.818435754189944,0.0558659217877095,0,0.100558659217877,12.043559598368,2,"87112","1858 Propps St NE","""87112"""
6,"2","AQ-SB-0902-1",1,9,"Albuquerque",2,1,2,0,"3","3","7",1,3,3,"1","9",50,"2","1",0.818435754189944,0.0558659217877095,0,0.100558659217877,12.043559598368,2,"87112","1858 Propps St NE","""87112"""
2,"1","AQ-SB-1002-1",1,10,"Rio Rancho",2,1,2,0,"4","1","8",1,3,3,"1","8",39,"2","1",0.635423460905891,0.0328336901743987,0.0328336901743987,0.283369021722528,12.2060776455177,1,"87124","616 Hermit Falls DR",NA
2,"1","AQ-SB-1002-1",1,10,"Rio Rancho",2,1,2,0,"4","1","8",1,3,3,"1","8",39,"2","1",0.635423460905891,0.0328336901743987,0.0328336901743987,0.283369021722528,12.2783979582618,1,"87124","619 Hermit Falls DR","""87124"""
1,"1","AQ-SB-1101-1",1,10,"Albuquerque",2,3,2,0,"4","1","8",1,3,2,"1","2",39,"2","1",0.939761564728371,0,0,0.0230292295493398,12.3883983689821,1,"87122","793 Tramway Ln NE","""87122"""
4,"1","AQ-SB-1101-1",2,10,"Albuquerque",2,3,1,0,"4","1","8",1,3,2,"1","2",39,"2","1",0.939761564728371,0,0,0.0230292295493398,12.3883983689821,6,"87122","793 Tramway Ln NE","""87122"""
3,"1","AQ-SB-1201-1",1,10,"Albuquerque",2,1,2,0,"4","1","8",1,2,2,"3","2",39,"2","1",0.69900748212046,0,0.0267942579629587,0.243062197235411,12.3013873707787,1,"87114","9904 Bradford PL NW","""87114"""
10,"1","AQ-SB-1504-1",2,11,"Albuquerque",2,1,1,0,"4","1","8",1,2,2,"1","8",39,"2","1",0.215098337639008,0,0,0.68788501309193,11.6518261670192,6,"87121","1347 Arroyo Hondo","""87121"""
1,"1","AQ-SB-1504-1",1,11,"Albuquerque",2,1,2,0,"4","1","8",1,2,2,"1","8",39,"2","1",0.215098337639008,0,0,0.68788501309193,11.6518261670192,1,"87121","1347 Arroyo Hondo","""87121"""
4,"1","AQ-SB-1602-1",1,12,"ALbuquerque",2,1,1,0,"4","1","8",1,2,2,"3","1",39,"2","1",0.317777777777778,0.131111111111111,0,0.322222222222222,11.8838060295962,1,"87112","12800 Alice AVE NE","""87112"""
6,"1","AQ-SB-1602-1",2,12,"ALbuquerque",2,1,2,0,"4","1","8",1,2,2,"3","1",39,"2","1",0.317777777777778,0.131111111111111,0,0.322222222222222,11.8838060295962,6,"87112","12800 Alice AVE NE","""87112"""
6,"2","AQ-SB-1903-1",1,12,"Albuquerque",2,1,2,0,"3","3","7",1,3,3,"1","3",50,"2","1",0.491129222414972,0,0,0.48942598975913,12.1001619785669,1,"87114","5700 Pinnacle Peak Ct. NW","""87114"""
0,"1","AQ-SB-1903-1",1,12,"Albuququerque",2,1,2,0,"1","1","9",1,2,2,"1","2",42,"1","1",0.491129222414972,0,0,0.48942598975913,12.1001619785669,6,"87114","5700 Pinnacle Peak Ct NW","""87114"""
5,"1","AQ-SB-1903-1",2,12,"Albuququerque",2,1,2,0,"1","1","9",1,2,2,"1","2",42,"1","1",0.491129222414972,0,0,0.48942598975913,12.1001619785669,1,"87114","5700 Pinnacle Peak Ct NW","""87114"""
0,"1","AQ-SB-2001-1",1,12,"Albuquerque",2,1,1,0,"4","1","8",1,2,2,"1","5",39,"1","1",0.169859514687101,0.0587484035759898,0.00766283524904215,0.763729246487867,12.4292201968364,3,"87105","5013 Regina CIR NW","""87105"""
2,"1","AQ-SB-2001-1",2,12,"Albuquerque",2,1,1,0,"4","1","8",1,2,2,"1","5",39,"1","1",0.169859514687101,0.0587484035759898,0.00766283524904215,0.763729246487867,12.4292201968364,1,"87105","5013 Regina CIR NW","""87105"""
3,"1","AQ-SB-2303-1",1,1,"Albuquerque",2,1,2,0,"4","1","8",1,2,4,"3","7",39,"1","1",0.228647232555748,0.0107033639209195,0,0.758409786396581,11.6526961029598,1,"87121","10800 Cenote RD SW","""87121"""
3,"2","AQ-SB-2303-1",1,1,"Albuquerque",2,1,2,0,"10","5","9",2,4,6,"1","7",47,"1","1",0.228647232555748,0.0107033639209195,0,0.758409786396581,11.6526961029598,1,"87121","10800 Cenote SW","""87121"""
1,"1","AQ-SB-2308-1",1,1,"Rio Rancho",2,1,2,0,"4","1","8",1,3,3,"1","7",39,"1","1",0.591192312928225,0.0337271436693446,0,0.347235684744784,11.8422364063316,1,"87144","3042 Chama Meadows Dr.","""87144"""
1,"2","AQ-SB-2604-1",1,1,"Albuquerque",2,1,1,0,"10","5","9",2,10,9,"1","7",47,"2","1",0.639191290824261,0,0.036547433903577,0.324261275272162,11.8458270486766,1,"87122","10039 Avenida Vista Sol NW","""87114"""
3,"1","AQ-SB-2604-1",1,1,"Albuquerque",2,1,2,0,"1","1","7",2,3,4,"3","1",48,"1","1",0.639191290824261,0,0.036547433903577,0.324261275272162,NA,1,"87122","10039 Avenida Vista Sol NW","""87114"""
8,"2","AQ-SB-3103-1",1,2,"Rio Rancho",3,1,2,0,"3","1","9",1,7,9,"1","1",50,"2","1",0.62164553068586,0.0355856309976337,0.0165191736417191,0.285545715806859,12.0131005728107,1,"87144","3809 Wayne Rd.","""87144"""
8,"2","AQ-SB-3103-1",1,2,"Rio Rancho",3,1,2,0,"3","1","9",1,7,9,"1","1",50,"2","1",0.62164553068586,0.0355856309976337,0.0165191736417191,0.285545715806859,12.0131005728107,1,"87144","3809 Wayne Rd.","""87144"""
6,"1","AQ-SB-3606-1",1,4,"Albuquerque",1,-1,2,1,"1","1","9",1,2,3,NA,"3",24,"1","1",0.228647232555748,0.0107033639209195,0,0.758409786396581,11.8130374648005,5,"87121","10812 Humphries LN SW","""87121"""
3,"2","AQ-SB-3607-1",1,4,"Los Lunas",2,1,2,1,"-1","1","9",3,4,5,"1","2",36,"2","1",0.270256288865963,0,0,0.688046655254188,11.8810417069259,1,"87031","5 Acts sw",NA
1,"1","AQ-SB-3609-1",1,4,"Albuquerque",3,1,1,0,"1","1","7",2,3,3,"3","4",48,"1","1",0.610315186246418,0.0315186246418338,0,0.315186246418338,12.072546967175,1,"87110","6324 Zimmerman Ave NE","""87110"""
4,"2","AQ-SB-3609-1",1,4,"Albuerque",3,1,1,0,"4","4","7",1,4,5,"1","3",49,"2","1",0.610315186246418,0.0315186246418338,0,0.315186246418338,12.072546967175,1,"87110","6324 Zimmerman Ave NE","""87110"""
7,"2","AQ-SB-3707-1",1,4,"Rio Rancho",1,1,1,0,"4","4","7",1,5,5,"1","1",49,"2","1",0.522868563333567,0,0,0.461988313549468,12.0137068134704,5,"87124","3014 20th Avenue SE","""87124"""
2,"1","AQ-SB-3709-1",2,4,"Albuquerque",2,1,2,1,"9","2","7",2,2,2,"1","3",65,"1","1",0.559000675258275,0.0155373980367547,0.0305232553836111,0.383720924822539,11.9177303551825,1,"87110","5709 Aspen Ave. NE","""87110"""
0,"1","AQ-SB-3709-1",1,4,"Albuquerque",2,1,2,1,"9","2","7",2,2,2,"1","3",65,"1","1",0.559000675258275,0.0155373980367547,0.0305232553836111,0.383720924822539,11.9177303551825,3,"87110","5709 Aspen Ave. NE","""87110"""
4,"1","AQ-SB-3717-1",1,4,"Albuquerque",2,1,2,1,"2","2","9",2,4,5,"1","2",46,"1","1",0.712654883517312,0.0174757279178056,0.0077669901856914,0.22524271538505,12.3673450484364,2,"","3109 Dallas NE","""87110"""
4,"2","AQ-SB-3812-1",1,4,"Albuquerque",2,1,2,1,"2","2","7",1,5,5,"1","4",57,"2","1",0.78207381370826,0,0.0333919156414763,0.184534270650264,12.6115410869661,1,"87111","6412 Cypress Point Way NE",NA
8,"1","AQ-SB-3812-1",2,4,"Albuquerque",2,1,1,1,"2","2","10",1,3,2,"1","5",60,"1","1",0.78207381370826,0,0.0333919156414763,0.184534270650264,12.6115410869661,1,"87111","6712 Cypress Point Way NE","""87111"""
6,"1","AQ-SB-3812-1",1,4,"Albuquerque",2,1,1,1,"2","2","10",1,3,2,"1","5",60,"1","1",0.78207381370826,0,0.0333919156414763,0.184534270650264,12.6115410869661,1,"87111","6712 Cypress Point Way NE","""87111"""
8,"1","AQ-SB-3925-1",1,4,"Albuquerque",2,1,2,1,"2","2","9",2,3,3,"1","5",46,"1","1",0.584658837876295,0.023151955282448,0,0.381738162058671,12.2779327359469,1,"87114","6131 Aldea Ave NW","""87114"""
0,"2","AQ-SB-3925-1",2,4,"Albuquerque",2,1,2,1,"-1","1","9",3,4,4,"2","2",36,"2","1",0.584658837876295,0.023151955282448,0,0.381738162058671,12.2779327359469,6,"87114","6131 Aldea Ave NW","""87114"""
3,"2","AQ-SB-3925-1",1,4,"Albuquerque",2,1,2,1,"-1","1","9",3,4,4,"2","2",36,"2","1",0.584658837876295,0.023151955282448,0,0.381738162058671,12.2779327359469,1,"87114","6131 Aldea Ave NW","""87114"""
1,"2","AQ-SB-4001-1",1,5,"Albuquerque",2,1,2,1,"-1","1","9",3,4,4,"2","5",36,"2","1",0.604489141067258,0.0151245550390383,0.0142348753308595,0.353202844146952,12.4288201184157,1,"87124","4006 Piedras Pase Rd NE",NA
2,"2","AQ-SB-4001-1",2,5,"Albuquerque",2,1,2,1,"-1","1","9",3,4,4,"2","5",36,"2","1",0.604489141067258,0.0151245550390383,0.0142348753308595,0.353202844146952,12.4288201184157,6,"87124","4006 Piedras Pase Rd NE",NA
4,"2","AQ-SB-4003-1",1,5,"Albuquerque",2,1,2,1,"5","2","10",2,6,6,"1","5",53,"2","1",0.456163119392377,0.0127330604762469,0.045929968146462,0.457025920665291,12.0076278043487,1,"87113","7215 Villa Corrales Rd. NE","""87113"""
5,"1","AQ-SB-4006-1",1,5,"Albuquerque",1,1,1,1,"2","2","9",2,2,2,"1","1",46,"1","1",0.205047318611987,0.0315457413249211,0,0.763406940063092,12.0429711934579,1,"87123","408 Erbbe St","""87123"""
5,"1","AQ-SB-4104-1",1,5,"Edgewood",2,1,2,0,"1","1","7",2,2,4,"2","3",48,"1","1",0.80682640983918,0.00790166813687592,0,0.163301141495436,12.6115410869661,1,"87015","208 Square H Rd.","""87015"""
3,"2","AQ-SB-4104-1",1,5,"Edgewood",2,1,2,0,"4","4","7",1,4,5,"1","5",49,"2","1",0.80682640983918,0.00790166813687592,0,0.163301141495436,12.6115410869661,1,"87105","208 Square H Road","""87015"""
12,"1","AQ-SB-4117-1",1,5,"Corrales",2,1,1,1,"2","2","9",2,2,4,"2","4",46,NA,"1",0.629565828295042,0,0,0.324062877871826,12.8341504974325,1,"87048","650 Meadowlark Ln","""87048"""
1,"2","AQ-SB-4117-1",1,5,"Corrales",2,1,2,1,"-1","1","9",3,4,5,"3","2",36,"2","1",0.629565828295042,0,0,0.324062877871826,12.8341504974325,1,"87048","650 Meadowlark Lane","""87048"""
1,"1","AQ-SB-4206-1",1,5,"Albuquerque",1,3,2,1,"2","2","9",2,2,2,"1","4",45,"1","1",0.312607027920362,0.083410566111312,0.0213160335617797,0.394810012926877,11.643962499268,1,"87123","12909 Carrie Pl SE","""87123"""
1,"2","AQ-SB-4206-1",1,5,"ALBUQUERQUE",1,1,2,1,"2","1","4",2,4,6,"1","1",45,"2","1",0.312607027920362,0.083410566111312,0.0213160335617797,0.394810012926877,11.643962499268,1,"87123","12909 CARRIE PL SE","""87123"""
NA,"1","AQ-SB-4209-1",2,5,"Rio Rancho",3,1,2,0,"1","1","7",2,2,4,"1","2",48,"1","1",0.591192312928225,0.0337271436693446,0,0.347235684744784,12.043559598368,-1,"87144","3260 Zia St NE","""87144"""
5,"1","AQ-SB-4209-1",1,5,"Rio Rancho",3,1,1,0,"1","1","7",2,2,4,"1","2",48,"1","1",0.591192312928225,0.0337271436693446,0,0.347235684744784,12.043559598368,1,"87144","3260 Zia St NE","""87144"""
4,"2","AQ-SB-4209-1",1,5,"Rio Rancho",3,1,1,0,"4","4","7",1,4,6,"1","4",49,"2","1",0.591192312928225,0.0337271436693446,0,0.347235684744784,12.0197490914169,1,"","3260 Zia St NE","""87144"""
2,"2","AQ-SB-4213-1",1,5,"ALBUQUERQUE",1,1,1,1,"2","1","4",2,4,6,"1","5",45,"2","1",0.263113140195586,0.0405466164085734,0.00989119663914547,0.684470807428866,11.7339547828672,1,"87121","464 CATTUS POINT DR.","""87121"""
2,"1","AQ-SB-4301-1",1,5,"Albuquerque",2,1,1,0,"1","1","7",2,2,2,NA,"3",48,"1","1",0.584658837876295,0.023151955282448,0,0.381738162058671,11.6860464930724,1,"87114","6128 Star Gazer Ave.","""87114"""
7,"2","AQ-SB-4301-1",1,5,"Albuquerque",3,1,1,0,"4","4","7",1,4,5,"1","2",49,"2","1",0.584658837876295,0.023151955282448,0,0.381738162058671,11.6784483779882,1,"87114","6128 Stargazer Avenue NW","""87114"""
12,"1","AQ-SB-4305-1",1,5,"Belen",1,1,2,0,"1","1","7",2,2,2,"1","5",48,"1","1",0.656213704994193,0.0348432055749129,0,0.308943089430894,11.9183972397228,1,"87002","443 Aquina Ct","""87002"""
7,"2","AQ-SB-4305-1",1,5,"Belen",1,1,1,0,"4","4","7",1,4,4,"3","2",49,"2","1",0.656213704994193,0.0348432055749129,0,0.308943089430894,11.9183972397228,1,"87002","443 Aquina Ct.","""87002"""
1,"1","AQ-SB-4408-1",1,5,"Albuquerque",1,1,1,0,"1","1","7",2,2,2,"1","2",48,"1","1",0.289592760180996,0,0,0.710407239819005,11.7955899704602,1,"87121","2209 Odessa Court Southwest","""87121"""
