"STOTUNIT","APRACE","CONTROL","SEQUENCE.x","month","HCITY","ARELATE2","HHMTYPE","SAPPTAM","TSEX.x","THHEGAI","TPEGAI","THIGHEDU","TCURTENR","ALGNCUR","AELNG1","DPMTEXP","AMOVERS","age","ALEASETP","ACAROWN","w2012pc_Ad","b2012pc_Ad","a2012pc_Ad","hisp2012pc_Ad","logAdPrice","SAVLBAD","HZIP","HSITEAD","zip_Ad"
0,"1","MI-SB-2415-1",2,1,"MIAMI",2,1,1,1,"8","4","7",1,3,3,"1","1",39,"1","1",0.399232245681382,0.0326295585412668,0,0.568138195777351,12.1807599657379,6,"33175","15990 SW 72ND TERRACE","""33193"""
2,"1","MI-SB-2415-1",1,1,"MIAMI",2,1,2,1,"8","4","7",1,3,3,"1","1",39,"1","1",0.399232245681382,0.0326295585412668,0,0.568138195777351,12.1807599657379,1,"33175","15990 SW 72ND TERRACE","""33193"""
1,"1","MI-SB-2502-1",1,2,"miami",2,1,2,1,"8","4","7",1,2,2,"2","1",39,"1","1",0.0801634349071763,0.0424448218758738,0,0.845500851767405,13.0170050839663,1,"33134","325 MENDOSA ave","""33134"""
0,"1","MI-SB-2502-1",2,2,"miami",2,1,1,1,"8","4","7",1,2,2,"2","1",39,"1","1",0.0801634349071763,0.0424448218758738,0,0.845500851767405,13.0170050839663,6,"33134","325 MENDOSA ave","""33134"""
6,"2","MI-SB-2502-1",1,2,"Coral Gables",2,1,1,1,"1","1","7",2,3,3,"1","2",41,"1","1",0.0801634349071763,0.0424448218758738,0,0.845500851767405,13.0170050839663,1,"33134","325 Mendoza Ave",NA
0,"1","MI-SB-2505-1",2,2,"HIALEAH",2,1,2,1,"8","4","7",1,3,4,"1","1",39,"1","1",0.158038147138965,0.196185286103542,0,0.645776566757493,11.6952553550628,6,"33015","18004 NW 60TH PL","""33015"""
3,"1","MI-SB-2505-1",1,2,"HIALEAH",2,1,2,1,"8","4","7",1,3,4,"1","1",39,"1","1",0.158038147138965,0.196185286103542,0,0.645776566757493,11.6952553550628,1,"33015","18004 NW 60TH PL","""33015"""
3,"2","MI-SB-2505-1",1,2,"Hialeah",2,1,1,1,"1","1","7",2,4,3,"2","2",41,"1","1",0.158038147138965,0.196185286103542,0,0.645776566757493,11.6952553550628,2,"33015","18004 NW 60 PL","""33015"""
0,"1","MI-SB-2510-1",2,2,"MIAMI",2,3,1,1,"8","4","7",1,2,3,"1","1",39,"1","1",0.318181818181818,0.142045454545455,0,0.539772727272727,12.1495075850331,6,"33196","9627 SW 152ND STREET",NA
2,"1","MI-SB-2510-1",1,2,"MIAMI",2,3,2,1,"8","4","7",1,2,3,"1","1",39,"1","1",0.318181818181818,0.142045454545455,0,0.539772727272727,12.1495075850331,1,"33196","9627 SW 152ND STREET",NA
2,"1","MI-SB-2604-1",1,2,"MIAMI",1,1,2,1,"8","4","7",1,3,2,"1","1",39,"1","1",0.0530474040632054,0,0.0124153498871332,0.91196388261851,12.3149315347371,1,"33193","14956 SW 59TH STREET","""33193"""
0,"1","MI-SB-2604-1",2,2,"MIAMI",1,1,1,1,"8","4","7",1,3,2,"1","1",39,"1","1",0.0530474040632054,0,0.0124153498871332,0.91196388261851,12.3149315347371,6,"33193","14956 SW 59TH STREET","""33193"""
1,"1","MI-SB-2703-1",1,2,"Homestead",2,1,1,1,"7","-1","4",2,4,3,"1","1",45,"1","1",0.317116303360581,0.134291507720254,0.00544959128065395,0.54314259763851,12.1807599657379,1,"33033","3608 ne 3rd ct","""33033"""
1,"1","MI-SB-2706-1",1,2,"MIAMI",1,4,2,1,"8","4","7",1,3,3,"2","1",39,"1","1",0.128309572301426,0,0.0957230142566191,0.775967413441955,11.5079229733474,1,"33176","10400 SW 108TH AVE",NA
2,"1","MI-SB-2706-1",2,2,"MIAMI",1,4,1,1,"8","4","7",1,3,3,"2","1",39,"1","1",0.128309572301426,0,0.0957230142566191,0.775967413441955,11.5079229733474,6,"33176","10400 SW 108TH AVE",NA
2,"2","MI-SB-2706-1",1,2,"Kendall",1,4,1,1,"1","1","7",2,5,4,"1","2",41,"1","1",0.128309572301426,0,0.0957230142566191,0.775967413441955,11.5079229733474,1,"33186","10400 SW 108 Av",NA
2,"2","MI-SB-2806-1",2,3,"Homestead",2,3,1,1,"1","1","7",2,6,5,"1","2",41,"1","1",0.112794796317452,0.156505029396732,0,0.730700174285816,11.5028852300758,6,"33032","24089 SW 109 Ct",NA
1,"2","MI-SB-2806-1",1,2,"Homestead",2,3,1,1,"1","1","7",2,6,5,"1","2",41,"1","1",0.112794796317452,0.156505029396732,0,0.730700174285816,11.5028852300758,1,"33032","24089 SW 109 Ct",NA
1,"1","MI-SB-3302-1",1,3,"KENDALL",2,4,1,1,"8","4","7",1,5,5,"1","3",39,"1","1",0.382352941176471,0.0240641711229947,0,0.441176470588235,12.6280703342727,1,"33168","8395 SW 73 Ave",NA
0,"1","MI-SB-3302-1",2,3,"KENDALL",2,4,1,1,"8","4","7",1,5,5,"1","3",39,"1","1",0.382352941176471,0.0240641711229947,0,0.441176470588235,12.6280703342727,6,"33168","8395 SW 73 Ave",NA
0,"1","MI-SB-3306-1",2,3,"MIAMI SPRINGS",2,1,2,1,"8","4","7",1,3,4,"1","2",39,"1","1",0.531722054380665,0,0,0.468277945619335,12.7910804529819,6,"33168","1050 NIGHTNGALE AVE","""33166"""
3,"1","MI-SB-3306-1",1,3,"MIAMI SPRINGS",2,1,1,1,"8","4","7",1,3,4,"1","2",39,"1","1",0.531722054380665,0,0,0.468277945619335,12.7910804529819,1,"33168","1050 NIGHTNGALE AVE","""33166"""
1,"2","MI-SB-3306-1",1,3,"Miami",2,1,1,1,"1","1","7",2,10,7,"1","8",41,"1","1",0.531722054380665,0,0,0.468277945619335,12.7938593104323,1,"33166","1050 Nightingale Ave","""33166"""
0,"2","MI-SB-3306-1",2,3,"Miami",2,1,2,1,"1","1","7",2,10,7,"1","8",41,"1","1",0.531722054380665,0,0,0.468277945619335,12.7938593104323,6,"33166","1050 Nightingale Ave","""33166"""
2,"1","MI-SB-3402-1",1,4,"MIAMI",2,3,2,1,"8","4","7",1,3,3,"2","1",39,"1","1",0.229750258964143,0.395747749003984,0,0.374501992031873,12.2155327572357,1,"33179","1033 NE207TH STREET","""33179"""
0,"1","MI-SB-3402-1",2,4,"MIAMI",2,3,1,1,"8","4","7",1,3,3,"2","1",39,"1","1",0.229750258964143,0.395747749003984,0,0.374501992031873,12.2155327572357,6,"33179","1033 NE207TH STREET","""33179"""
2,"1","MI-SB-3507-1",2,4,"Coral Gables",2,1,2,1,"7","-1","4",2,3,4,"2","1",45,"1","1",0.492492492492492,0,0,0.507507507507508,13.1221653577997,6,"33146","1531 Bird Rd","""33146"""
4,"1","MI-SB-3507-1",1,4,"Coral Gables",2,1,1,1,"7","-1","4",2,3,4,"2","1",45,"1","1",0.492492492492492,0,0,0.507507507507508,13.1221653577997,1,"33146","1531 Bird Rd","""33146"""
5,"1","MI-SB-3605-1",1,4,"Homestead",2,3,1,1,"7","-1","4",2,2,4,"3","2",45,NA,"1",0.352733686067019,0.0978835978835979,0,0.549382716049383,11.7360770162524,1,"33033","2265 SE 4th Ct","""33033"""
3,"1","MI-SB-3605-1",2,4,"Homestead",2,3,1,1,"7","-1","4",2,2,4,"3","2",45,NA,"1",0.352733686067019,0.0978835978835979,0,0.549382716049383,11.7360770162524,6,"33033","2265 SE 4th Ct","""33033"""
3,"2","MI-SB-3606-1",1,4,"Miami",2,1,2,1,"1","1","7",2,10,6,"1","1",41,"1","1",0.00675675675675676,0,0,0.967905405405405,12.8610012106691,1,"33175","14018 SW 40 Terr","""33175"""
2,"1","MI-SB-3902-1",2,5,"Miami",2,3,1,0,"3","1","10",1,2,2,"3","6",28,"1","1",0.167798526919844,0.143467434883478,0,0.688734038196679,11.9177303551825,6,"33032","23661 SW 112th Ct.,","""33032"""
6,"1","MI-SB-3902-1",1,5,"Miami",2,3,1,0,"3","1","10",1,2,2,"3","6",28,"1","1",0.167798526919844,0.143467434883478,0,0.688734038196679,11.9177303551825,1,"33032","23661 SW 112th Ct.,","""33032"""
2,"2","MI-SB-4004-1",1,5,"Miami",2,4,2,1,"2","2","7",1,5,4,"2","7",27,"1","1",0.518077418870568,0,0.0479876164704924,0.405572758557065,13.5670504807162,1,"33149","600 Grapetree Dr",NA
1,"1","MI-SB-4005-1",2,5,"MIAMI",2,4,1,1,"8","4","7",1,3,2,"2","6",39,"1","1",0.140255009107468,0,0.0200364298724954,0.839708561020036,11.8422364063316,6,"33175","4926 SW 135TH PLACE","""33175"""
1,"1","MI-SB-4005-1",1,5,"MIAMI",2,4,1,1,"8","4","7",1,3,2,"2","6",39,"1","1",0.140255009107468,0,0.0200364298724954,0.839708561020036,11.8422364063316,6,"33175","4926 SW 135TH PLACE","""33175"""
2,"1","MI-SB-4107-1",1,5,"Miami",2,4,2,0,"3","1","10",1,2,2,"3","2",28,"1","1",0.212014160186625,0.531376197511664,0.0132192846034215,0.243390357698289,11.3492411507931,1,"33179","605 Ives Dairy Rd.,",NA
2,"1","MI-SB-4107-1",2,5,"Miami",2,4,1,0,"3","1","10",1,2,2,"3","2",28,"1","1",0.212014160186625,0.531376197511664,0.0132192846034215,0.243390357698289,11.3492411507931,1,"33179","605 Ives Dairy Rd.,",NA
0,"2","MI-SB-4120-1",1,5,"Miami",2,4,2,1,"1","1","7",2,9,7,"1","7",41,"1","1",0.187261948739133,0.116552763260362,0.0217983651820119,0.647138966340978,13.7101511534169,3,"33137","1900 N Bayshore Dr.",NA
4,"2","MI-SB-4120-1",2,5,"Miami",2,4,1,1,"1","1","7",2,9,7,"1","7",41,"1","1",0.187261948739133,0.116552763260362,0.0217983651820119,0.647138966340978,13.7101511534169,1,"33137","1900 N Bayshore Dr.",NA
1,"2","MI-SB-4121-1",1,5,"Miami",2,1,1,1,"1","1","7",2,7,5,"1","7",41,"1","1",0.134510800193469,0.595179008581451,0.0265878876614833,0.243722303563597,11.5028852300758,1,"33161","1390 NE 128 St","""33161"""
NA,"2","MI-SB-4121-1",2,5,"Miami",2,1,2,1,"1","1","7",2,7,5,"1","7",41,"1","1",0.134510800193469,0.595179008581451,0.0265878876614833,0.243722303563597,11.5028852300758,-1,"33161","1390 NE 128 St","""33161"""
2,"1","MI-SB-4121-1",1,5,"Miami",2,1,1,1,"7","-1","4",2,3,2,"1","1",45,"1","1",0.134510800193469,0.595179008581451,0.0265878876614833,0.243722303563597,11.6868871754197,1,"33162","1390 NE 128 St","""33161"""
0,"2","MI-SB-4161-1",1,5,"Miami",2,4,2,1,"1","1","7",2,9,7,"1","7",41,"1","1",0.278958985839558,0.198015703451819,0.0121580546681325,0.505065854338672,11.4616426968431,2,"33035","1938 SE 23rd Terr","""33035"""
1,"1","MI-SB-4161-1",1,5,"Homestead",2,4,1,1,"7","-1","4",2,2,4,"3","2",45,"1","1",0.278958985839558,0.198015703451819,0.0121580546681325,0.505065854338672,11.4616426968431,1,"33032","1938 SE 23 Ter","""33035"""
2,"2","MI-SB-4162-1",2,5,"Doral",2,3,2,1,"1","1","7",2,3,5,"1","7",41,"1","1",0.115591397849462,0,0.00806451612903226,0.876344086021505,12.6757668519096,6,"33172","8615 NW 112 Path","""33178"""
4,"2","MI-SB-4162-1",1,5,"Doral",2,3,1,1,"1","1","7",2,3,5,"1","7",41,"1","1",0.115591397849462,0,0.00806451612903226,0.876344086021505,12.6757668519096,6,"33172","8615 NW 112 Path","""33178"""
1,"2","MI-SB-4203-1",1,6,"Miami",2,4,2,1,"1","1","7",2,9,8,"1","7",41,"1","1",0.285360540540541,0.156080900900901,0.036036036036036,0.522522522522523,12.5425484535736,1,"33131","350 S Miami Ave",NA
0,"2","MI-SB-4203-1",2,6,"Miami",2,4,2,1,"1","1","7",2,9,8,"1","7",41,"1","1",0.285360540540541,0.156080900900901,0.036036036036036,0.522522522522523,12.5425484535736,6,"33131","350 S Miami Ave",NA
1,"1","MI-SB-4203-1",2,6,"Miami",2,4,1,1,"7","-1","4",2,6,6,"2","2",45,"1","1",0.344667697063369,0,0.0680061823802164,0.587326120556414,12.5425484535736,6,"33130","350 South Miami Av",NA
1,"1","MI-SB-4203-1",1,6,"Miami",2,4,1,1,"7","-1","4",2,6,6,"2","2",45,"1","1",0.344667697063369,0,0.0680061823802164,0.587326120556414,12.5425484535736,1,"33130","350 South Miami Av",NA
2,"2","MI-SB-4212-1",2,6,"Miami",1,1,2,1,"1","1","7",2,9,8,"1","7",41,"1","1",0.0748304868687866,0.148466911236138,0.00841346154857387,0.731971154725927,12.8479291632781,3,"","20900 SW 132nd Ave",NA
0,"2","MI-SB-4212-1",1,6,"Miami",1,1,2,1,"1","1","7",2,9,8,"1","7",41,"1","1",0.0748304868687866,0.148466911236138,0.00841346154857387,0.731971154725927,12.8479291632781,6,"","20900 SW 132nd Ave",NA
1,"1","MI-SB-4212-1",1,6,"Miami",2,1,1,1,"7","-1","4",2,6,6,"2","2",45,"1","1",0.186179709454874,0.0587720058877436,0.0105355574603356,0.733099206615017,12.2060776455177,1,"33186","20900 SW 132nd AVE",NA
3,"1","MI-SB-4212-1",2,6,"Miami",2,1,2,1,"7","-1","4",2,6,6,"2","2",45,"1","1",0.186179709454874,0.0587720058877436,0.0105355574603356,0.733099206615017,12.2060776455177,6,"33186","20900 SW 132nd AVE",NA
4,"1","MI-SB-4213-1",1,5,"Miami Lakes",2,1,2,1,"7","-1","4",2,6,6,"2","2",45,"1","1",0.334577114427861,0.0422885572139304,0,0.587064676616915,13.7266804371532,1,"33014","15721 Turnberry Dr","""33014"""
1,"1","MI-SB-4213-1",2,6,"Miami Lakes",2,1,2,1,"7","-1","4",2,6,6,"2","2",45,"1","1",0.334577114427861,0.0422885572139304,0,0.587064676616915,13.7266804371532,1,"33014","15721 Turnberry Dr","""33014"""
1,"2","MI-SB-4230-1",1,6,"Miami",2,3,1,1,"1","1","7",2,10,8,"1","7",41,"1","1",0.259995825280022,0.0306708451697555,0.0133333332622222,0.666666663111111,12.4645872016781,1,"33186","11671 Sw 137th Pl","""33186"""
NA,"2","MI-SB-4230-1",2,6,"Miami",2,3,1,1,"1","1","7",2,10,8,"1","7",41,"1","1",0.259995825280022,0.0306708451697555,0.0133333332622222,0.666666663111111,12.4645872016781,NA,"33186","11671 Sw 137th Pl","""33186"""
7,"1","MI-SB-4230-1",1,6,"Miami",2,3,1,1,"7","-1","4",2,6,6,"2","2",45,"1","1",0.259995825280022,0.0306708451697555,0.0133333332622222,0.666666663111111,12.4645872016781,1,"33186","11671 Sw 137th Pl","""33186"""
2,"1","MI-SB-4243-1",2,6,"Palmetto Bay",2,1,1,1,"10","7","9",2,3,3,"1","2",60,"1","1",0.574344023323615,0,0,0.376093294460641,13.1019586088575,6,"33158","14340 SW 75th Ct.","""33158"""
5,"1","MI-SB-4243-1",1,5,"Palmetto Bay",2,1,1,1,"10","7","9",2,3,3,"1","2",60,"1","1",0.574344023323615,0,0,0.376093294460641,13.1019586088575,1,"33158","14340 SW 75th Ct.","""33158"""
1,"2","MI-SB-4243-1",1,6,"Palmetto Bay",2,1,2,1,"6","6","9",2,4,4,"2","3",38,"1","1",0.574344023323615,0,0,0.376093294460641,13.1221653577997,1,"33158","14340 SW 75 Ct","""33158"""
1,"1","MI-SB-4303-1",1,6,"Miami Shores",2,1,1,1,"10","7","9",2,2,3,"1","3",60,"1","1",0.815315315315315,0,0.0518018018018018,0.132882882882883,13.6989778653032,1,"33138","1240 NE 103rd St.","""33138"""
5,"1","MI-SB-4303-1",2,6,"Miami Shores",2,1,2,1,"10","7","9",2,2,3,"1","3",60,"1","1",0.815315315315315,0,0.0518018018018018,0.132882882882883,13.6989778653032,6,"33138","1240 NE 103rd St.","""33138"""
5,"2","MI-SB-4303-1",1,6,"Miami Shores",2,1,2,1,"8","4","5",2,3,4,"2","2",45,"1","1",0.815315315315315,0,0.0518018018018018,0.132882882882883,13.6989778653032,1,"33168","1240 NE 103 St","""33138"""
1,"1","MI-SB-4304-1",1,6,"Miami Beach",2,4,1,1,"7","-1","4",2,2,3,"1","3",45,"1","1",0.350795765484686,0.0197693574633124,0,0.560131794793852,13.4045317774625,1,"33141","6700 Indian Creek Dr",NA
2,"2","MI-SB-4308-1",1,6,"Doral",2,-1,1,0,"3","1","7",1,3,2,"2","2",21,"1","1",0.329962073324905,0.00758533501896334,0,0.662452591656131,12.5776396502326,1,"33178","3308 Torremolinos Ave",NA
1,"2","MI-SB-4309-1",1,6,"Miami Beach",2,4,2,1,"6","6","9",2,5,5,"2","2",38,"1","1",0.212361331220285,0.0618066561014263,0,0.725832012678288,12.2010651288196,1,"33141","7801 Abbott Ave",NA
1,"1","MI-SB-4309-1",1,6,"Miami Beach",2,4,1,1,"7","-1","4",2,4,4,"1","3",45,"1","1",0.212361331220285,0.0618066561014263,0,0.725832012678288,12.2010651288196,1,"33141","7801 Abbott Ave",NA
4,"1","MI-SB-4325-1",1,6,"Ives Estates",1,4,1,0,"3","1","10",1,3,2,"1","7",28,"1","1",0.25296442687747,0.199604743083004,0,0.547430830039526,11.3504183001091,1,"33179","511 Ives Dairy Rd.",NA
1,"2","MI-SB-4325-1",1,6,"Miami",1,1,2,0,"3","1","7",1,4,3,"2","2",21,"1","1",0.212014160186625,0.531376197511664,0.0132192846034215,0.243390357698289,11.3504183001091,1,"33179","617 Ives Dairy Rd",NA
0,"2","MI-SB-4609-1",2,7,"Miami Lakes",2,4,1,1,"1","1","7",2,5,4,"1","7",41,"1","1",0.164119415204678,0.154009239766082,0.047953216374269,0.633918128654971,11.9183972397228,6,"33014","15499 Miami Lakeway N",NA
1,"2","MI-SB-4609-1",1,7,"Miami Lakes",2,4,1,1,"1","1","7",2,5,4,"1","7",41,"1","1",0.164119415204678,0.154009239766082,0.047953216374269,0.633918128654971,11.9183972397228,2,"33014","15499 Miami Lakeway N",NA
1,"1","MI-SB-4609-1",1,6,"Miami Lakes",2,4,2,1,"7","-1","4",2,4,3,"2","2",45,"1","1",0.164119415204678,0.154009239766082,0.047953216374269,0.633918128654971,11.9183972397228,1,"33014","15499 Miami Lakeway North",NA
2,"2","MI-SB-5402-1",2,8,"Miami Lakes",2,1,2,1,"1","1","7",2,3,5,"1","1",41,"1","1",0.254047322540473,0.0087173100871731,0.0224159402241594,0.714819427148194,12.7118384901761,5,"33014","6915 Bottle Brush Dr.","""33014"""
1,"2","MI-SB-5402-1",1,8,"Miami Lakes",2,1,1,1,"1","1","7",2,3,5,"1","1",41,"1","1",0.254047322540473,0.0087173100871731,0.0224159402241594,0.714819427148194,12.7118384901761,6,"33014","6915 Bottle Brush Dr.","""33014"""
2,"3","MI-SH-0501-1",2,9,"MIAMI",2,3,2,1,"2","1","8",2,5,5,"2","2",59,"1","1",0.350529100529101,0,0.0343915343915344,0.615079365079365,12.7910804529819,1,"33155","4965 SW 71 PLACE","""33155"""
2,"3","MI-SH-0501-1",1,9,"MIAMI",2,3,2,1,"2","1","8",2,5,5,"2","2",59,"1","1",0.350529100529101,0,0.0343915343915344,0.615079365079365,12.7910804529819,1,"33155","4965 SW 71 PLACE","""33155"""
9,"1","MI-SH-0501-1",1,9,"Miami",2,3,2,1,"9","5","11",2,4,4,NA,"1",69,"1","1",0.350529100529101,0,0.0343915343915344,0.615079365079365,12.7910804529819,1,"33155","4965 SW 71 Place","""33155"""
9,"1","MI-SH-0501-1",2,9,"Miami",2,3,1,1,"9","5","11",2,4,4,NA,"1",69,"1","1",0.350529100529101,0,0.0343915343915344,0.615079365079365,12.7910804529819,1,"33155","4965 SW 71 Place","""33155"""
1,"3","MI-SH-0502-1",1,9,"Palmetto Bay",2,1,2,1,"9","7","9",2,4,5,"2","1",37,"1","1",0.593254338893953,0.024024024005988,0.0870870870217064,0.280780780569984,5.92958914338989,1,"33157","8301 sw 152 st","""33157"""
4,"1","MI-SH-0602-1",1,9,"Miami",2,1,2,0,"11","6","11",2,2,3,"3","1",39,"1","1",0.124546553808948,0.00362756952841596,0.0435308343409915,0.81136638452237,12.9715428132484,1,"33178","6480 NW 109 Ave","""33178"""
3,"3","MI-SH-0602-1",1,9,"Miami",2,1,1,0,"-1","-1","-1",2,3,4,"2","2",34,"1","1",0.124546553808948,0.00362756952841596,0.0435308343409915,0.81136638452237,12.9715428132484,1,"33178","6480 NW 109 Ave","""33178"""
0,"3","MI-SH-0608-1",2,9,"North Miami",2,4,2,1,"2","1","8",2,5,5,"1","2",59,"1","1",0.436654808833014,0.151284888279011,0.0134003350532675,0.398659967834707,11.8494048444231,6,"33181","2450 NE 135 St",NA
0,"3","MI-SH-0608-1",2,9,"North Miami",2,4,2,1,"2","1","8",2,5,5,"1","2",59,"1","1",0.436654808833014,0.151284888279011,0.0134003350532675,0.398659967834707,11.8494048444231,6,"33181","2450 NE 135 St",NA
2,"3","MI-SH-0608-1",1,9,"North Miami",2,4,2,1,"2","1","8",2,5,5,"1","2",59,"1","1",0.436654808833014,0.151284888279011,0.0134003350532675,0.398659967834707,11.8494048444231,1,"33181","2450 NE 135 St",NA
2,"3","MI-SH-0608-1",1,9,"North Miami",2,4,2,1,"2","1","8",2,5,5,"1","2",59,"1","1",0.436654808833014,0.151284888279011,0.0134003350532675,0.398659967834707,11.8494048444231,1,"33181","2450 NE 135 St",NA
1,"1","MI-SH-0608-1",1,9,"North Miami",2,4,2,1,"9","5","10",2,4,7,"2","1",33,"1","1",0.132401417808842,0.698709698931899,0.00777777751851853,0.161111105740741,11.8494048444231,1,"33161","2450 NE 135 St",NA
2,"3","MI-SH-0904-1",1,10,"Miami",2,1,2,1,"9","7","9",2,4,4,"2","2",37,"1","1",0.0569620253164557,0,0,0.943037974683544,12.1547846142867,1,"33165","10401 W 26 Terr","""33165"""
2,"3","MI-SH-1002-1",1,10,"NORTH BAY VILLAGE",2,4,2,1,"2","1","8",2,3,3,"1","3",59,"1","1",0.296486388158611,0.00305276895239166,0.0391705076615558,0.661290335227442,12.959846800845,1,"33141","7900 HARBOUR ISLAND DRIVE",NA
0,"3","MI-SH-1002-1",2,10,"NORTH BAY VILLAGE",2,4,2,1,"2","1","8",2,3,3,"1","3",59,"1","1",0.296486388158611,0.00305276895239166,0.0391705076615558,0.661290335227442,12.959846800845,6,"33141","7900 HARBOUR ISLAND DRIVE",NA
2,"1","MI-SH-1002-1",1,10,"North Bay Village",2,4,2,1,"9","5","10",2,2,2,"2","2",33,"1","1",0.296486388158611,0.00305276895239166,0.0391705076615558,0.661290335227442,12.959846800845,1,"33141","7900 Harbour Island Dr",NA
1,"3","MI-SH-1201-1",1,11,"MIAMI",2,1,2,1,"2","1","8",2,6,5,"1","2",59,"1","1",0,0,0,1,1.09861228866811,1,"33175","2370 SW 141 AVE","""33175"""
1,"3","MI-SH-1304-1",1,11,"MIAMI BEACH",1,4,2,1,"2","1","8",2,4,4,"2","2",59,NA,"1",0.350795765484686,0.0197693574633124,0,0.560131794793852,12.0376599110475,1,"33175","6770 INDIAN CREEK DR",NA
1,"3","MI-SH-1304-1",2,11,"MIAMI BEACH",1,4,1,1,"2","1","8",2,4,4,"2","2",59,NA,"1",0.350795765484686,0.0197693574633124,0,0.560131794793852,12.0376599110475,6,"33175","6770 INDIAN CREEK DR",NA
2,"1","MI-SH-1304-1",1,11,"Miami Beach",1,4,1,1,"9","5","10",2,3,3,"3","7",33,"1","1",0.350795765484686,0.0197693574633124,0,0.560131794793852,12.0376599110475,1,"33141","6770 Indian Creek Dr",NA
3,"3","MI-SH-1308-1",1,11,"Doral",2,3,1,0,"-1","-1","-1",2,5,5,"2","7",34,"1","1",0.111470113085622,0,0,0.888529886914378,12.4874888785461,1,"33178","11485 NW 76 ST","""33178"""
2,"1","MI-SH-1308-1",1,11,"Medley",2,3,1,0,"9","5","9",2,4,4,"1","2",65,"1","1",0.111470113085622,0,0,0.888529886914378,12.4874888785461,1,"33178","11485 NW 76 Street","""33178"""
0,"3","MI-SH-1505-1",2,12,"COCONUT GROVE",2,4,1,1,"2","1","8",2,4,4,"1","3",59,"1","1",0.572953736654804,0.0213523131672598,0.0284697508896797,0.377224199288256,1.09861228866811,6,"33133","2889 McFARLANE RD",NA
2,"3","MI-SH-1505-1",1,11,"COCONUT GROVE",2,4,2,1,"2","1","8",2,4,4,"1","3",59,"1","1",0.572953736654804,0.0213523131672598,0.0284697508896797,0.377224199288256,1.09861228866811,2,"33133","2889 McFARLANE RD",NA
1,"1","MI-SH-1505-1",1,11,"Coconut Grove",2,4,2,1,"9","5","10",2,3,3,"2","2",33,"1","1",0.572953736654804,0.0213523131672598,0.0284697508896797,0.377224199288256,13.0710721882777,2,"33133","2889 McFarlane Rd",NA
3,"3","MI-SH-1508-1",1,11,"DORAL",2,3,1,0,"-1","-1","-1",2,4,5,"2","7",34,"1","1",0.111470113085622,0,0,0.888529886914378,6.01856888329999,1,"33178","8120 NW 115 CT","""33178"""
1,"3","MI-SH-1606-1",1,12,"MIAMI",2,1,1,1,"2","1","8",2,3,4,"3","3",59,"1","1",0.0557491289198606,0.0487804878048781,0,0.895470383275261,12.513561021742,1,"33155","6260 SW 16 TER",NA
2,"3","MI-SH-1703-1",1,12,"MIAMI",2,4,2,0,"-1","-1","-1",2,4,4,"2","2",34,"1","1",0.832869080779944,0.0236768802228412,0,0.143454038997214,12.0951466713995,1,"33161","2000 TOWERSIDE TER",NA
2,"3","MI-SH-1703-1",1,12,"MIAMI",2,4,2,0,"-1","-1","-1",2,4,4,"2","2",34,"1","1",0.832869080779944,0.0236768802228412,0,0.143454038997214,12.0951466713995,1,"33161","2000 TOWERSIDE TER",NA
2,"1","MI-SH-1703-1",1,12,"Miami",2,4,1,0,"6","1","9",2,3,3,"1","1",38,"1","1",0.832869080779944,0.0236768802228412,0,0.143454038997214,12.0951466713995,1,"33138","2000 Towerside Terrace",NA
2,"1","MI-SH-1703-1",1,12,"Miami",2,4,1,0,"6","1","9",2,3,3,"1","1",38,"1","1",0.832869080779944,0.0236768802228412,0,0.143454038997214,12.0951466713995,1,"33138","2000 Towerside Terrace",NA
2,"3","MI-SH-1704-1",1,12,"COCONUT GROVE",2,4,2,1,"2","1","8",2,3,4,"2","2",59,"1","1",0.644711744660969,0.0164904360401568,0,0.325136616907791,12.2010651288196,6,"33133","2545 S BAYSHORE DRIVE",NA
0,"3","MI-SH-1704-1",2,12,"COCONUT GROVE",2,4,1,1,"2","1","8",2,3,4,"2","2",59,"1","1",0.644711744660969,0.0164904360401568,0,0.325136616907791,12.2010651288196,6,"33133","2545 S BAYSHORE DRIVE",NA
1,"1","MI-SH-1704-1",1,12,"Miami",2,4,2,1,"9","5","10",2,2,3,"3","1",33,"1","1",0.644711744660969,0.0164904360401568,0,0.325136616907791,12.2010651288196,1,"33133","2545 S. Bayshore Dr",NA
0,"3","MI-SH-1706-1",2,12,"CORAL GABLES",1,4,1,1,"2","1","8",2,4,5,"1","1",59,"1","1",0.393665158371041,0,0.0271493212669683,0.579185520361991,11.4605895219503,6,"33134","427 SANTANDER AVE",NA
1,"3","MI-SH-1706-1",1,12,"CORAL GABLES",1,4,1,1,"2","1","8",2,4,5,"1","1",59,"1","1",0.393665158371041,0,0.0271493212669683,0.579185520361991,11.4605895219503,1,"33134","427 SANTANDER AVE",NA
1,"1","MI-SH-1706-1",1,12,"Coral Gables",1,4,2,1,"9","5","10",2,2,3,"1","4",33,"1","1",0.393665158371041,0,0.0271493212669683,0.579185520361991,11.4605895219503,1,"33134","427 Santander Av",NA
1,"3","MI-SH-1801-1",1,12,"Miami",2,3,2,0,"6","3","4",2,10,9,"1","2",39,"1","1",0.661152785900108,0.0703389217632726,0.0364640890827508,0.232044203253869,12.0131005728107,1,"33133","2956 Bird Ave",NA
